path,label,features_pca_array
s3://p8-data-bastien/Test/Kumquats/r_314_100.jpg,Kumquats,"[ 5.32697811 -7.92356731  3.69500149  8.63349492  4.11297585  1.8189401
  4.27169343 -6.20174279 -0.70931843 -9.93072949 -2.21405943  2.78969023
 -2.31787048 -0.15431011  3.74943885 -2.25040787  0.3076251   4.71454619
 -1.81784078  4.81040246 -3.36945527 -1.30902927 -2.52629632  2.22741033
 -0.44358554  5.17423778 -3.33813239  3.14751978 -1.58247491  1.42895194
  0.87912314 -1.03363392 -5.18999963  1.875118   -0.55473311 -0.56739738
  3.3259525   0.17536716  3.76406749 -1.90266895  0.9565459  -1.8362631
 -0.72776905 -1.77158514  0.99076014 -0.05178226  1.67032059  0.45436079
 -0.34770903  1.18834491  0.50498416 -1.16564223 -2.02121313  1.28003424
 -0.02226792 -2.18141945 -0.43863628  0.64167523  0.43139639  1.71573711
 -0.89355242 -1.05441712  1.82519627 -0.97868443 -0.41218894 -0.81600665
  0.47802237 -0.71839843 -1.13783728 -0.58533276 -1.43919198  2.19381298
 -1.62588286  0.19030852  0.24288895 -1.07392741  0.75277799  2.77701916
 -1.35816218 -0.37448798  0.64288364  0.41570005 -2.94356745 -1.64281486
  1.58304397 -1.98232206 -3.2789741   1.61711037  0.67096159  3.07154102
  0.94120218  3.36403482 -1.08227814  1.63358349 -0.23343916 -1.99542259
  1.610464    0.15604677  0.08543024 -4.3548413  -0.78831842  1.6683434
 -0.17875588 -1.84274274  0.28845156  1.16815096  0.55629288 -0.19059985
  0.32763126  0.12777423 -3.07204358 -0.91995868  2.19206089  0.22777095
  2.87374668 -1.22190989  0.42256069 -0.40881705  1.07347472 -0.2921236
 -2.59341709 -1.29311211  0.16588047  0.01688088 -0.64944555 -0.41701607]"
s3://p8-data-bastien/Test/Pear Abate/307_100.jpg,Pear Abate,"[-3.39364354e+01 -1.05209078e+01  2.20047017e+01 -1.47256035e+01
 -2.09668832e+00 -7.37806419e+00  1.45845176e+00 -5.08529389e+00
 -3.64835229e-01  5.11322321e-01  1.79427503e+00 -6.63577307e-03
  6.42395413e-01 -2.80769979e+00 -4.24698358e+00 -3.19839927e+00
 -1.16283202e+00  1.33295183e+01 -1.13387369e+01  9.04223037e+00
  4.22434422e+00 -3.44408902e+00  1.75631443e+01 -5.23252353e+00
  8.51903721e+00 -3.74898924e+00  1.10165891e+00 -2.94622748e+00
  7.86133835e+00  1.24075758e+01 -3.13692053e+00 -6.62062878e+00
  4.87170882e+00 -4.24272572e+00  5.85925536e+00  6.90373373e+00
  3.92360605e+00  2.88276261e+00  1.45879295e+00 -3.13899219e-01
 -9.20558056e-02 -2.02422886e+00  1.29357454e+00  3.23330498e+00
 -5.80875079e-01  1.00011683e+00  9.37132241e-01  5.15263536e-01
 -4.74879985e-01 -1.10114096e+00  2.50977201e+00 -2.57105229e-01
 -1.93027414e+00  1.66773374e+00 -2.24136940e-01 -2.70759421e-01
 -1.28878981e+00 -1.11167616e+00 -4.23671503e-01  1.56848808e+00
 -3.17927483e-01  1.32649336e+00 -1.41647958e+00  1.36833253e+00
  1.24298511e+00  6.97558303e-01  7.65484590e-01 -1.89621653e+00
  5.41647337e-01  7.86986954e-01  5.99241945e-01  1.58631473e+00
  2.35177806e+00  4.99508447e-01 -1.07072878e+00  6.02944987e-02
  5.53084448e-01 -1.74261687e+00 -9.15430259e-01 -1.62996769e+00
  3.75850330e-01  1.53377922e+00  1.71462359e+00  1.35473319e+00
 -8.63871675e-01 -3.96619982e-02 -4.99226869e+00  7.04250360e-01
  3.67991089e-01  1.27586336e+00 -2.56470201e-01  5.83190348e-01
  5.97000020e-01 -2.53024559e+00  3.05081492e+00  1.04659591e+00
  7.79467015e-01  2.26624705e-01 -4.96620676e-01 -9.85476304e-01
 -5.31336678e-01 -9.16331060e-01  2.67087369e+00 -1.47598975e+00
 -6.36208052e-01 -2.82549796e+00  1.83636639e+00 -2.85298653e+00
 -2.19226552e+00  4.18600620e+00  2.42296479e-01  1.29590265e+00
 -2.46429186e+00  3.28416239e-01 -3.25048213e-01 -1.39902546e+00
  1.25956361e+00 -1.12058278e+00  3.87043857e-01 -7.31323307e-01
  7.60315242e-01  5.22185067e-01 -6.21751689e-01  4.20611805e-02
 -3.34386687e-02 -4.07955431e-01]"
s3://p8-data-bastien/Test/Banana Red/243_100.jpg,Banana Red,"[-3.25119532e+01  1.06950310e+01 -1.60294452e+00  1.93956267e+00
 -8.82576544e-01 -4.93400257e+00  1.62945375e+01  3.12326095e+01
  3.80031470e+00 -9.29067270e+00  4.32087753e+00  1.66598201e+01
  8.86388811e+00 -4.29369552e-01 -1.27739131e+00  1.18534746e+01
  4.91116338e+00  1.18724778e+00  3.11380005e+00  2.72125509e+00
  9.81706309e-01 -1.46687820e+00 -3.12583022e-01  1.21416298e+00
 -2.59794503e-01 -2.63526147e+00  1.27679502e+00 -6.50968106e-01
 -1.99232850e+00  2.07089627e+00 -2.00688737e+00 -3.26372473e+00
  9.96127695e-01 -1.31330933e+00  1.64651884e+00  7.00689267e-01
 -1.30820394e-01 -3.04154435e+00  6.05843990e+00 -1.04347225e+01
  1.22792934e+01  6.63269277e+00 -2.76324880e+00 -3.62077138e+00
 -2.06269778e+00  1.50027264e+00 -7.92086815e+00 -1.39778910e+00
 -5.69134940e-01 -1.14694617e+00 -2.45883893e+00  3.36355508e+00
  4.84417664e+00 -1.02467351e+00  2.58362274e+00 -4.02126249e+00
  1.71802358e+00  1.03709110e+00  7.56077629e+00 -2.06102343e+00
 -4.96486574e-01  1.35235076e+00 -3.33109556e+00  7.80277192e+00
  1.33119520e+00  9.34678528e-01  3.97280499e+00 -2.94777624e+00
 -1.22654297e-01  6.59548286e+00 -4.42069736e-01  3.44373966e+00
 -1.58238460e+00  6.06812440e-01  6.35567650e-01 -1.47200968e+00
  1.95407043e+00  6.95954230e-01  1.73296945e-01 -4.62096743e-01
  5.19551537e-01  5.94977321e-01 -1.47706830e-01 -7.80831623e-01
 -1.98293932e+00  3.87455737e-01  7.32296779e-01  3.60978416e-01
  1.72505465e+00 -1.51804682e+00  1.40289348e+00  1.20716214e+00
 -1.18566978e+00 -8.69596165e-01 -4.26399520e-01 -1.32336229e+00
 -6.35101303e-01 -9.64663201e-01 -2.15816580e-01  2.22275431e-01
 -6.89034113e-01  6.94390918e-01  9.02440315e-03  7.39001143e-01
  6.51541301e-01  6.56649285e-02 -2.45528957e-01  5.30463900e-01
 -1.63889976e-01 -1.99361388e-01 -2.51506762e-01  6.47454017e-02
 -1.69560382e-01  1.96099094e-01 -1.83934609e-01 -7.68905630e-02
 -4.21805848e-01  2.66804246e-01  3.04115972e-01  1.58216034e-02
 -6.24547910e-03  3.06909209e-01 -1.06984348e+00  3.39252309e-01
  6.39847081e-01  3.26628625e-02]"
s3://p8-data-bastien/Test/Plum 3/128_100.jpg,Plum 3,"[-3.53681877e+00 -2.68336590e-01 -2.34406120e+01 -2.37205441e+01
 -5.63825988e+00 -1.20234465e+00  5.94527913e+00 -2.87784180e+00
  3.09395448e+00  2.94114195e+00 -1.03370869e-01  1.71518441e+00
 -7.29606903e+00  2.94492989e+00  2.18695080e+00 -4.92547566e+00
  1.13594354e+01  4.26230742e+00 -1.03777073e+01 -5.11229112e+00
 -5.40607734e+00  3.43316978e+00 -4.11452623e+00  2.73384092e+00
 -4.27615417e+00 -1.25446949e+00  7.39567284e-01 -3.67997177e-02
  3.13906988e-01  4.30127677e-01 -1.30302871e+00 -2.01206708e+00
 -4.96141243e-01 -4.83012566e+00 -2.33957714e+00 -8.72820256e-01
 -1.90862109e+00  2.72064861e+00 -1.09913320e+00 -1.98453273e+00
  1.46195136e-01  6.61549779e-01  1.02456012e+00 -5.95003860e-01
  2.74202845e+00  1.49878246e+00  1.23865528e-01 -1.24073317e+00
 -7.98657057e-01 -1.89792970e+00 -9.68182122e-01  8.11934553e-01
  1.43485597e+00  2.02498593e+00 -2.70930897e+00 -7.03911884e-01
 -3.90768851e+00  4.67895458e+00 -3.59534826e-01 -2.69188609e+00
 -2.76373269e+00 -3.08598848e+00  4.24172979e-01  2.13685586e+00
  9.37801118e-01 -2.45424572e-01 -1.32344856e+00  3.92265331e+00
 -3.99803519e-01  1.09001076e+00  2.51107604e+00  2.06305298e-01
  2.45347806e+00  2.47971101e+00  1.24308980e+00 -7.37560134e-01
 -8.34844743e-01 -2.65299810e+00  1.96867576e-02  1.20546853e+00
  2.17206306e+00 -3.00769976e+00 -1.12480346e+00  3.07360287e+00
 -4.60412041e-01 -1.56322518e+00 -7.09913156e-01  2.26558896e-01
  1.91059754e+00  2.41354701e+00 -2.00589264e+00  8.23956617e-01
 -4.41250012e-03  1.86809515e+00  3.01136455e-01 -3.52043576e-01
  1.58689732e+00 -6.48168595e-01  2.29936706e-02  6.16341055e-01
 -3.45899185e+00  1.04707100e+00 -1.47597495e-01  9.83558050e-01
  1.10543166e+00 -2.50395082e+00 -2.92396502e+00  1.85326062e+00
  1.51539190e+00  7.24969371e-01  3.15872889e+00 -2.10251487e-01
 -4.87285231e-01 -1.79991921e+00 -6.02405473e-01 -9.34306672e-01
  1.91769699e-01  7.13905950e-01  1.91494427e-01  3.32830751e-01
 -4.89708943e-01  3.89483252e-01 -2.85722670e-01  8.88617452e-01
 -4.12040025e-02 -2.66487561e+00]"
s3://p8-data-bastien/Test/Apple Red 3/r_43_100.jpg,Apple Red 3,"[ 3.62271381e-01 -6.52882146e+00  2.59104148e+00  6.30229949e-01
 -8.73701497e+00  2.81196498e+00 -1.47772812e+00  8.22043472e+00
 -1.59960377e+00  9.16037937e+00  6.88481191e+00 -4.40185726e-01
 -2.25713037e+00 -9.20849000e+00  4.99012101e+00 -7.60833832e-01
 -1.58969070e+00  2.26599961e+00  3.66641911e+00 -4.83814039e+00
 -5.62154086e+00  3.41150209e+00  5.32182334e+00  1.22539343e+00
 -9.90429379e-01 -5.23851918e+00 -3.26371419e+00  1.77013691e+00
 -2.33532426e+00 -3.30989525e-01  6.85066455e-01  1.57354393e+00
 -3.21162477e+00  1.97855284e+00  7.11367111e-01  2.68017026e+00
 -1.37937534e+00 -1.85086593e-01  4.57755672e+00  4.45570477e+00
  3.23676980e+00  3.23781575e-01  3.79838752e-01  1.43036336e-02
 -3.83739651e-03  1.62055872e+00 -1.66572207e+00 -1.48988361e+00
 -2.04034347e+00  2.36341634e+00  1.08181933e+00  1.64177217e+00
 -1.97497476e+00 -2.25466242e+00  3.22169130e-01 -1.78770533e+00
  2.66258260e-01  2.07733345e+00 -1.61788860e+00  3.61576419e-01
  7.20644980e-01  1.13065183e+00 -1.11208277e-01 -1.70569965e-01
  1.33036680e+00  1.36663287e+00  2.16198005e-01  2.32022124e+00
 -1.52503639e+00  8.13729167e-02  1.02100632e+00  2.85099872e-02
 -1.13449611e+00 -1.23865544e+00 -3.19581936e-01 -3.19489763e+00
 -1.21279380e+00 -2.41600027e+00  2.59469870e-01 -2.85155142e-01
 -1.69368450e+00 -5.42746159e-01  1.34745534e+00  8.56117309e-01
  1.59665054e-01 -7.29359290e-01  5.70060307e-02  9.45272482e-01
 -1.81354001e+00  3.08983521e-01  8.22244301e-01  3.25801820e-01
 -7.03362860e-01  4.34556778e-01  7.80281780e-01 -9.49949748e-02
  2.17779862e-01 -2.91508094e+00  8.44409362e-03 -8.16722625e-01
  9.17483053e-02  4.27049609e-01 -1.72508680e+00 -6.32104545e-01
 -9.27049164e-01  1.95734781e+00  2.25474141e+00 -1.41614086e+00
  5.47305644e-01  5.78666646e-01  1.42293593e+00 -7.73733525e-01
  1.12730419e+00 -9.22377950e-01  9.05573789e-01  8.98274030e-01
 -1.50374013e+00 -1.14198735e+00  7.61838190e-01  3.50865659e-01
  2.07064228e+00 -7.96664919e-01  2.27443113e+00  7.72599251e-01
 -1.04917286e+00 -5.16031043e-01]"
s3://p8-data-bastien/Test/Pear/50_100.jpg,Pear,"[ 2.11930205e+00 -1.51648966e+01 -1.63994288e+00  4.61957161e+00
  1.03311072e+01 -5.30377726e+00 -1.21806044e+01  3.08778034e+00
 -6.60485308e+00 -5.86579659e-01 -1.67494768e+00  5.29128551e+00
 -7.40871786e+00  3.33165109e+00 -1.09905934e+00  4.00766690e+00
  1.81968216e+00 -2.73559330e+00  1.47649190e-01  3.58116883e-01
 -6.51478829e-01  1.29024495e+00  1.63010600e+00 -1.25060155e+00
 -1.57214300e+00 -8.50117131e-01 -9.20672244e-01  3.54160986e-01
 -7.45192884e-01  3.11187054e-02 -2.36274073e+00  1.40374880e+00
  8.89095561e-01 -8.47581805e-01  2.63865236e+00 -8.34571407e-01
  4.62037692e-01  8.54084933e-01 -1.06306877e+00  3.27679494e-02
 -1.09780996e+00  8.97649207e-01 -7.92614427e-01  9.84890462e-01
 -1.26720975e+00  1.18244274e+00 -2.15246478e+00 -6.52031827e-02
  9.06732749e-01 -6.25031039e-01  5.33417542e-02 -9.12976076e-01
  8.88842551e-02 -4.02674639e-01  5.40133343e-01 -1.09724378e+00
 -1.28022006e+00  3.03825354e-01  1.18372334e-01 -4.99437014e-01
  3.11872125e-01 -6.22054474e-01 -8.42497771e-01 -1.99442529e+00
  4.65487861e-01 -3.55513388e-01  8.51119828e-01 -2.55567741e-01
 -9.26772166e-01  9.35755957e-01 -5.46333832e-01  4.11818083e-01
 -1.58488188e-01  1.11396737e-01 -1.81080452e+00 -1.01104608e+00
  8.84082431e-01 -9.65092854e-01 -1.79865989e+00  4.48609256e-01
 -2.20868323e+00 -2.14367459e+00 -1.55766962e-01  5.90624249e-01
  1.45334945e-01 -2.11592148e-01  1.43331966e+00  5.81737570e-01
 -6.53700059e-01  1.33899110e+00 -7.43535062e-01 -4.31406553e-01
  8.71954267e-01  1.18151269e+00 -5.54984641e-01 -2.67649400e-01
  3.73547971e-01  2.45248662e-01  4.02489466e-01 -1.81922976e+00
 -1.56273924e+00 -3.75836767e-01  1.34087008e-02  3.48796758e+00
 -3.44098827e+00  9.23135596e-01  4.80192139e-01 -3.26796039e-01
 -8.23750400e-01  1.26531424e+00 -1.99038974e+00  1.02041891e+00
 -3.58313035e-01  2.45025240e+00 -7.46369225e-01  7.06544461e-01
 -1.16727589e+00 -1.89197713e-01 -4.52606075e-01  1.10800495e+00
 -1.80687748e-01 -5.97436968e-01 -1.18386038e+00  9.56261243e-01
 -1.71496524e+00 -1.24032635e+00]"
s3://p8-data-bastien/Test/Cherry 2/r_47_100.jpg,Cherry 2,"[ 8.89493827e+00  1.11661389e+01  3.98084068e+00 -5.81465748e-01
 -6.37232180e-02 -5.56038530e-01  2.91395127e+00 -1.31143006e+00
 -5.92845360e+00  4.75319636e-02 -1.03143813e+00 -1.47578964e+00
  2.82875462e+00  3.29059331e+00  1.45087674e+00  1.50556012e-01
  1.66963783e+00  1.97760308e+00  5.56213262e+00  1.59703162e-01
 -1.26911107e+00 -7.20197202e-01  3.98260478e-01 -6.69862908e+00
 -1.35747210e+00  5.86945266e+00  2.20030232e-01  1.27093752e+00
  3.20013366e-01  1.28452401e-01  6.72204169e-01 -5.80549338e-01
  7.03321603e-01 -2.00555988e+00 -5.30341485e-03 -1.17876443e+00
  1.32778542e+00  2.09171356e-01 -1.13241855e+00  3.98144413e+00
  3.87193882e-01  1.82503191e-01  4.50133607e+00  4.29049761e-01
  8.06305575e-02  7.67849686e-01  9.44376553e-01  2.14347569e+00
  2.76186760e-01 -2.08235140e+00  1.93811379e-02  6.12403661e-01
  2.46321178e+00 -1.16255194e+00  4.32933226e+00 -5.07250340e-02
 -4.23226891e-01 -7.85833905e-01  1.08394312e+00 -2.90561716e+00
  2.35878921e+00  1.92829084e+00  1.39036963e+00 -8.36329215e-01
  1.96526876e+00  1.88891608e+00  2.06511556e+00  1.89653964e-01
 -2.16870911e+00  7.98406325e-01 -1.16165520e-02  2.76541636e-01
  1.32162083e+00  8.83527495e-01  1.14456990e+00  1.17527913e+00
  1.61090792e+00  1.75498897e+00 -2.31202604e+00  1.23740209e+00
  8.29246304e-01  2.78846768e-01  8.32394576e-01  1.84775610e+00
  3.63936733e-01 -1.47372662e+00 -8.25140567e-01 -1.27173705e+00
  1.51785714e-01 -6.20229685e-01 -3.93494710e-01  3.30825788e-01
  4.68750204e-01 -4.90487295e-01  2.65263031e-01 -8.20463880e-01
 -3.09377688e-01 -1.66078173e+00  5.03229235e-01  4.91712736e-01
 -4.37194273e-01 -5.90138034e-01 -5.96027944e-01  5.93943180e-02
  7.21800812e-01 -1.29340965e+00  8.21276865e-01 -1.93917001e-02
  1.56691624e+00  1.78257109e-01 -2.95021327e-01 -5.53848458e-01
  1.16866956e+00  1.04914969e+00 -7.33165202e-01 -1.39395897e-02
 -1.10204100e+00 -2.54661203e-01 -1.64877196e-01 -1.16663959e+00
 -8.29142984e-03 -6.41679516e-01  1.11689290e+00  9.10404750e-01
 -6.08196385e-01 -1.56561948e-01]"
s3://p8-data-bastien/Test/Tomato Cherry Red/r_294_100.jpg,Tomato Cherry Red,"[ 1.06212276e+01  2.37419358e+01  8.50813500e+00 -4.29605407e+00
  5.25425032e+00 -1.29263760e+00 -9.14200749e+00  4.06108061e-01
  6.59245177e+00 -8.97412291e-01  1.34512092e-01 -1.46689341e+00
 -3.20379703e-01 -2.60512199e+00  2.38384394e+00 -3.28673815e-01
 -1.08959875e+00  1.05851683e+00 -1.05383703e+00  2.07925678e+00
 -5.84521078e-03  1.03509536e+00 -1.98422470e+00 -1.36904951e+00
 -5.00886837e-01 -9.77756902e-01  4.87334002e-01  4.67567744e-01
 -9.04769854e-02  1.20853881e+00 -3.74295434e-01  1.22695577e+00
  2.77886350e+00 -7.24281089e-01  6.95469468e-01 -3.25352754e-01
 -3.36470641e+00 -1.46063689e+00  3.51076631e-01 -5.38542345e-01
 -1.30895454e+00  5.61703191e-01 -4.24778404e-01 -1.44196314e+00
  1.42582549e+00  2.56167361e-01 -2.17593490e-01 -8.66515286e-01
 -1.18577749e+00  4.85849540e-01  8.17664374e-02 -2.72610351e-02
 -2.88236908e-01  3.44795616e-01 -5.97835137e-01 -5.71110927e-01
  2.90157927e-01  1.79479669e-01 -3.78979420e-01  1.16389559e+00
  5.78693784e-01 -8.84607577e-02 -1.09589087e+00  3.25179250e-01
  8.89212050e-01  5.73419968e-01 -3.32338053e-03  6.95874989e-01
  7.47743553e-02 -9.02303848e-01 -3.94859481e-01  7.09041972e-01
  9.44405863e-01 -5.00513359e-01 -5.72090647e-01  3.60330665e-01
  2.65542583e-01 -2.16760467e-01  7.47578328e-03  8.60766817e-03
 -4.16252134e-01 -4.29634300e-01  2.07763368e-01  3.04803527e-01
  1.87322359e-01 -4.15161337e-02 -2.21693964e-01 -1.33570131e-01
 -4.56411216e-01  6.68414022e-01 -2.66360224e-01  3.26409785e-01
 -1.73865395e+00 -1.87589109e-01  2.15022387e-01 -4.63931686e-01
  3.31183276e-01  9.93088700e-02  5.28769380e-02 -5.66802251e-01
 -6.34953853e-01 -6.57871128e-01 -4.35351240e-02 -3.52864058e-01
 -1.80351980e-01  5.71077863e-01  2.22813751e-01  6.67953189e-01
  6.72708760e-01 -6.55250441e-01 -7.21725667e-01 -5.69848858e-01
 -4.58350233e-01  8.19160789e-01 -3.56109878e-01 -7.06716753e-02
  1.65897277e-01  1.81395193e-01  2.13499685e+00 -1.29154064e+00
  2.39408347e-01 -3.91589495e-01  7.58791763e-01 -5.79571313e-01
  2.53312337e-01  4.37092000e-01]"
s3://p8-data-bastien/Test/Tomato Cherry Red/r_50_100.jpg,Tomato Cherry Red,"[ 9.13130391e+00  2.48630102e+01  8.25534326e+00 -5.20517792e+00
  7.07049775e+00 -7.89706833e-01 -1.03864814e+01  3.96114978e-01
  7.58237696e+00 -3.01205697e+00  5.76187892e-01  2.03180720e-01
 -1.81594214e+00 -5.32922480e+00  2.93350277e+00 -1.87651456e-01
 -2.75926113e+00  8.25489713e-01 -2.13939910e+00  3.49046062e+00
  1.69412432e+00 -1.19362348e-02 -4.06701704e+00 -2.57686942e+00
 -2.43775321e+00 -1.56880397e+00  2.84293959e-01  7.92640581e-01
  2.13389549e-01  2.13007657e+00 -5.87850937e-01  2.14919856e+00
  5.06593134e+00 -4.52172096e-01  4.22743660e-01 -1.16564581e+00
 -2.79613775e+00 -1.42569949e+00  9.77222060e-01 -5.89444553e-01
  1.88449967e-01  1.08171161e+00 -1.96928586e-01 -2.68603141e+00
  5.83010176e-01 -1.71068681e-01  9.58886197e-01  4.97424295e-01
 -7.42526120e-01  1.14167328e+00  1.64525664e+00  4.09161839e-01
 -9.93288916e-01 -6.68752613e-01 -6.84429830e-01  2.93082883e-01
 -6.96879651e-01  8.49685696e-01  2.15175918e-01  2.23389766e-02
 -5.61277212e-01  8.02926282e-01 -4.87273949e-01  1.15070102e-01
 -1.01294246e+00  5.18025067e-01 -8.51537298e-01  3.55095308e-01
  1.04762254e-02  2.19176510e-01  2.33276114e-01  4.03172266e-01
 -2.09066176e-01  4.36458347e-01  4.80365007e-01 -8.31263609e-01
 -1.72675197e-01  7.53772328e-01 -9.20732386e-02 -1.62379662e-01
 -1.24767646e-01  1.53644219e-01 -5.79628870e-01  5.23720653e-01
 -9.78684510e-01 -5.81374492e-01 -3.76292055e-01 -5.08754235e-01
  7.51348050e-01 -2.07200423e-01  3.18249710e-01  9.36574472e-01
  6.84602043e-01  9.30352547e-01 -9.35377402e-01  5.36993342e-01
  3.03230757e-01 -5.20222663e-01  6.61409203e-01  1.26641217e+00
  1.69992901e-01  2.54310236e-01 -5.33219736e-01  6.70891321e-01
  4.86695994e-01 -3.63699637e-01  1.32678093e+00 -1.51659581e-01
  4.02384031e-01 -1.22795552e-01  1.35381282e+00  1.61876567e-01
  1.38284324e+00  1.52261243e-01 -4.26384123e-01  5.71665973e-01
  2.51095836e-01  3.39528569e-01 -5.07040176e-01 -5.85001057e-01
  1.15987040e+00  3.67882142e-01  1.84548559e-01  4.29167521e-01
 -1.90933704e+00 -8.29354842e-01]"
s3://p8-data-bastien/Test/Pomegranate/76_100.jpg,Pomegranate,"[ 7.74932875e+00 -5.52757739e-01  4.26207415e+00  6.95457194e+00
 -1.33271924e+01 -1.95166182e+00 -1.19042880e+00  1.24554999e+00
  5.29769133e-01  7.32221191e-01 -1.67337295e+00  8.63382388e-01
 -2.87710084e+00  6.78841822e+00  9.00424757e-01  1.35489135e+00
 -7.47194057e-01  2.52276824e+00 -2.97949563e+00  1.68598844e+00
 -3.44946356e+00  2.00236673e+00 -3.26196731e-01  9.54681431e+00
  3.71022198e+00  2.27454983e+00 -1.98899541e+00 -4.56967411e+00
 -2.71557967e+00  1.23475476e+00  5.16797903e-01  8.80016465e-01
  2.43210634e+00  2.86756882e+00  1.96346830e+00 -2.31590956e-01
  4.45790621e-01 -6.16431543e-01 -2.97873999e-01  1.58387422e+00
 -4.75129063e-01  1.36836242e+00  3.94525343e-01 -6.87011609e-01
 -4.06917355e-01  1.37942140e-01 -1.21645409e+00  1.75004363e-02
  4.80553430e-01 -9.99453509e-01  3.78900923e-01 -1.05005247e+00
 -1.35930961e+00 -9.59562020e-01 -2.30903164e-02  6.49277611e-01
 -5.42614577e-02 -1.53477979e-01 -1.50060595e-01  7.12893819e-01
  1.82086009e-01 -4.86854344e-01  1.70730949e+00  1.56916154e+00
 -6.87027186e-01  9.16181657e-02  5.60757809e-01  1.86989651e-01
 -6.93307472e-03 -2.04984918e-03  1.77219016e-01  8.87562738e-01
  6.95040597e-02 -7.00460033e-02  1.57339483e+00 -1.62807590e+00
  6.94892025e-01 -5.62961573e-01  1.06263669e+00 -3.28884861e-01
  1.68812118e-01 -9.57195469e-01  2.97852386e+00  7.82505015e-01
  1.34112002e+00  1.04892791e+00 -3.99928364e-01 -2.02781262e+00
 -1.28410505e+00 -1.10356734e+00 -4.98040257e-01  7.13369469e-01
 -8.28582721e-01 -9.77830352e-01 -1.99776259e-01 -3.94816112e-01
 -2.28156056e-01 -1.22200406e+00  3.96903832e-01 -6.25614150e-01
  4.64945445e-01 -1.46587030e+00 -5.69748210e-01  8.16715290e-01
 -2.46599951e-01 -1.82769912e-01 -6.86501941e-01  1.46547115e+00
 -1.21911104e+00  3.36545160e-01 -8.16821965e-01  8.12057805e-01
  8.29059288e-01  9.07979257e-02  1.15473789e+00 -1.35649642e+00
  1.37837922e-01 -1.58059145e+00 -4.03438282e-01  7.72438190e-01
 -3.58435873e-01  6.51426058e-01  5.88978845e-02  1.57387007e-01
 -3.90960598e-01 -2.27408746e-01]"
s3://p8-data-bastien/Test/Apple Red 2/58_100.jpg,Apple Red 2,"[ 8.63663243e+00 -5.87871484e+00  2.05034786e+00  4.97031938e+00
 -2.76211425e+00 -2.05597336e-01 -8.09416371e-01 -1.41013172e+00
  1.01320422e+00 -1.66950495e+00  1.35088611e+00 -1.49035890e+00
  3.41378855e+00 -4.49202471e+00  3.53778748e+00  4.37547986e+00
 -7.22030497e-01  5.53093423e-01 -5.91070850e+00 -1.63412113e+00
  3.05293443e+00 -2.12972555e+00 -3.42955784e+00 -3.63693115e+00
  5.18714483e+00  8.31909222e-02  2.48378137e+00 -1.09247528e+00
  1.79356355e+00 -4.73836227e+00  7.34227398e-01 -9.07216281e-01
 -2.79683114e+00 -5.56112209e+00  2.36649568e+00 -1.91547977e+00
 -3.54329129e-01  1.24625599e+00 -8.19814894e-01  5.18565905e-01
  2.52447404e+00 -3.49489152e-01 -5.86900723e-01 -3.33375711e-01
 -6.34327901e-01  1.16959395e+00 -4.76554326e-01  5.90897604e-01
  4.24053385e-01 -4.48833890e-01  6.99417168e-01  1.34228302e-01
 -1.78438499e+00  6.84097932e-01 -4.96378608e-02  1.08088310e+00
  6.85478826e-01  5.88900335e-01  1.35738763e-01 -5.80872084e-01
 -3.67344101e-01 -4.11756747e-01  1.22517023e+00 -9.68395566e-01
 -6.42722087e-02  1.58902365e-01  2.62505251e-01  4.23857541e-01
 -1.71057905e-01  1.13123263e-01  2.43425980e-01 -7.12723489e-01
 -4.15596966e-01  3.30577943e-01  2.92366567e-01  6.46539434e-02
 -4.08312764e-01 -5.52902554e-01  5.02992158e-01 -8.08867373e-01
 -4.45711603e-01  6.80304626e-01  1.18126435e+00 -2.06419551e-01
  1.53087435e-01  3.15353235e-01 -8.72266912e-03 -5.68652534e-01
 -3.04743663e-01  6.16639854e-01  4.85582597e-01 -2.79562145e-01
 -7.98209925e-01  5.41870182e-01 -9.85641958e-02  4.09921139e-01
  7.18729003e-02  3.10397831e-02 -3.22641706e-01  6.67706021e-01
 -2.96968120e-01 -2.18501452e-01 -4.50738794e-01  7.48188443e-01
 -3.63985829e-01 -1.89980167e-01  4.54837932e-02  1.70117346e-01
 -1.07991377e+00 -3.40405920e-01  8.67143036e-02 -1.32810917e-01
 -3.39534240e-02 -7.80035049e-02 -2.92124784e-01  9.47290033e-01
 -7.01448376e-03  2.73472328e-01 -5.73194146e-01 -4.58729629e-01
 -7.73301722e-01  5.85674307e-01 -7.13931125e-01 -2.34829686e-01
  2.15452449e-01  9.53196591e-02]"
